ID,Name of Business,Short Description,Address,City,State,Postcode,Phone Number,Which type of business is this?,Business Website or Other URL,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
113,Staten Island Beer Company,"""Family owned micro brewery with 11 beers on tap""",20 Kinsey Place,Staten Island,NY,10303,(718) 390-8445,Food and Beverage,https://www.facebook.com/sibeerco/,STATEN IS,40.628554,-74.16943,1,49,323,5028627,5012900092,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         
114,On the Mark Barber Shop,Barber Shop,400 East 13th Street,New York,NY,10009,(212) 529-1900,Service,https://www.facebook.com/On-The-Mark-Barber-Shop-100499773342418/,MANHATTAN,40.730506,-73.982742,3,2,34,1005982,1004400008,East Village                                                               
115,Sammy Dry Cleaners & Tailor,"Dry Cleaners, Tailor",144 East 22nd Street`,New York,NY,10010,(212) 780-9888,Service,,MANHATTAN,40.738645,-73.984794,6,2,68,1018005,1008770057,Gramercy                                                                   
116,Crown Diner Restaurant,"""Beloved anchor on 161 and Gerard Ave for over 20 years""",79 East 161st Street,New York,NY,10451,(718) 538-0309,Food and Beverage,,BRONX    ,40.827564,-73.925088,4,8,195,2002991,2024840035,West Concourse                                                             
117,Bar 180,"""Local Watering Hole with a great happy hour!""",4241 Broadway,New York,NY,10033,(646) 928-3283,Food and Beverage,https://www.facebook.com/bar180nyc/,MANHATTAN,40.849641,-73.936311,12,10,265,1064282,1021760138,Washington Heights South                                                   
118,American Locksmiths,Locksmith,940 3rd Avenue,New York,NY,10022,(212) 888-8888,Service,http://americanlocksmithsny.com/,MANHATTAN,40.759888,-73.967718,6,4,11203,1036880,1013110036,Turtle Bay-East Midtown                                                    
119,The Habitat,"""Neighborhood bar and restaurant""",988 Manhattan Avenue,Brooklyn,NY,11222,,Food and Beverage,http://thehabitatbrooklyn.com/menus,BROOKLYN ,40.73279,-73.954677,1,33,575,3064355,3025330065,Greenpoint                                                                 
120,Performers Edge Dance Academy,Dance Studio,4037 E Tremont Avenue,Bronx,NY,10465,,Service,http://Performersedgedanceacademy.com,BRONX    ,40.819542,-73.817514,10,13,130,2077266,2054450005,Schuylerville-Throgs Neck-Edgewater Park                                   
121,C&S Jewelers,Jewerlery Store,9403 Third Avenue,Brooklyn,NY,11228,(718) 745-9855,Retail,https://www.facebook.com/CandSJewelers/,BROOKLYN ,40.617832,-74.033347,10,43,54,3155473,3061140006,Bay Ridge                                                                  
122,Risk gallery and boutique,Vintage store,232 Varet Street,Brooklyn,NY,11206,(347) 689-9772,Retail,http://www.rosybleu.com/about/,BROOKLYN ,40.704043,-73.934193,1,34,485,3071583,3031180005,Bushwick South                                                             
123,"Water & Stone, a Creative Arts Therapy, PLLC","""Art Therapy Private Practice""",155 Water Street,Brooklyn,NY,11201,(347) 507-2342,Service,http://www.creativelyhealing.com,BROOKLYN ,40.703147,-73.987864,2,33,21,3000026,3000290016,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
124,Yorkafe,Cafe,501 East 83rd Street,New York,NY,10028,(212) 988-1780,Food and Beverage,https://www.facebook.com/Yorkafe/?rf=592958260716544,MANHATTAN,40.773835,-73.948194,8,5,136,1051178,1015800001,Yorkville                                                                  
125,Crom Physical Culture,Gym/Physical Fitness Center,217 Beach 92nd Street,Far Rockaway,NY,11693,(718) 945-1700,Service,http://www.crompc.com,QUEENS   ,40.586615,-73.815559,14,32,94202,,,Hammels-Arverne-Edgemere                                                   
126,The Baroness,"""Bar & Kitchen: Great selection of Craft Beer, Wines & Best Burgers in NYC""",41-26 Crescent Street,Long Island City,NY,11101,(718) 784-5065,Food and Beverage,http://www.thebaronessbar.com,QUEENS   ,40.75181,-73.939502,1,26,33,4005004,4004140039,Queensbridge-Ravenswood-Long Island City                                   
127,The Craftsman,"""Craft Bar and Café""",3155 Broadway,New York,NY,10027,(212) 933-0602,Food and Beverage,http://thecraftsmannyc.com/,MANHATTAN,40.814536,-73.959144,9,7,211,1059855,1019930086,Morningside Heights                                                        
128,Bettolona,Italian Restaurant,3143 Broadway,New York,NY,10027,(212) 749-1125,Food and Beverage,https://www.facebook.com/Bettolona-145708885479882/,MANHATTAN,40.813993,-73.959542,9,7,211,1059850,1019930076,Morningside Heights                                                        
129,"Metro Dermatology of NY, PC",Medical Dermatology,40-12 80th Street,Elmhurst,NY,11373,(718) 886-9000,Service,http://www.metrodermatology.net,QUEENS   ,40.746925,-73.885707,4,25,267,4036832,4014900012,Elmhurst                                                                   
130,Oxygen Garden Spa,Nail Salon and Spa,4122 Greenpoint Avenue,Sunnyside,NY,11104,(719) 392-8899,Service,,QUEENS   ,40.740114,-73.923743,2,26,18502,4002644,4001970001,Hunters Point-Sunnyside-West Maspeth                                       
131,Pearl Diner,"""Classic free-standing diner that has been open since the 60's""",212 Pearl Street,New York,NY,10038,(212) 344-6620,Food and Beverage,http://www.pearldinerny.com/,MANHATTAN,40.707009,-74.006377,1,1,1502,1001133,1000700020,Battery Park City-Lower Manhattan                                          
132,Down the Hatch,"""Low key bar with games and food - opened in 1991""",179 West 4th Street,New York,NY,10014,(212) 627-9747,Food and Beverage,http://www.nycbestbar.com/downthehatch/,MANHATTAN,40.732475,-74.00179,2,3,71,1010230,1005920036,West Village                                                               
133,Lazy ibis,Cafe,663 Franklin Avenue,Brooklyn,NY,11238,(718) 676-4150,Food and Beverage,https://www.lazyibisnyc.com/,BROOKLYN ,40.675746,-73.956122,8,35,221,3030866,3012240012,Crown Heights North                                                        
134,Peaches Hot House,Southern restaurant,415 Tomkins Avenue,Brooklyn,NY,11216,(718) 483-9111,Food and Beverage,http://www.bcrestaurantgroup.com/hothouse,,,,,,,,,
135,Please,"""Intimacy / sensuality / sexuality education and literacy""",557 5th Avenue,Brooklyn,NY,11215,(718) 788-6969,Retail,http://pleasenewyork.com,BROOKLYN ,40.66547,-73.989377,7,39,141,3023950,3010480010,Park Slope-Gowanus                                                         
136,Kings Highway Bakery,Bakery,292 Kings Highway,Brooklyn,NY,11223,(718) 998-0141,Food and Beverage,https://www.facebook.com/Kings-Highway-Bakery-183079998377651/,BROOKLYN ,40.605127,-73.97975,11,47,426,3176849,3066500076,Bensonhurst East                                                           
137,SKATEYOGI,"""Skateboarding classes and camps""",140 Empire Blvd,Brooklyn,NY,11225,,Service,http://skateyogi.com,BROOKLYN ,40.663475,-73.957777,9,40,327,3000000,3013130046,Prospect Lefferts Gardens-Wingate                                          
138,Grotta Azzurra Restaurant,Classic Italian Restaurant since 1908,177 Mulberry Street,New York,NY,10013,(212) 925-8775,Food and Beverage,http://www.bluegrotta.com,MANHATTAN,40.72033,-73.996916,2,1,41,1006963,1004710014,SoHo-TriBeCa-Civic Center-Little Italy                                     
139,Broadway's Finest Deli,Deli,3620 Broadway,New York,NY,10031,,Food and Beverage,http://www.broadwayfinestdeli.com/,MANHATTAN,40.829065,-73.948516,9,7,233,1062077,1020810001,Hamilton Heights                                                           
140,Corona Wellness Pharmacy Corp.,Pharmacy,96-08 37th Avenue,Corona,NY,11368,(917) 832-6719,Retail,,QUEENS   ,40.751589,-73.870655,3,21,375,4043836,4017590001,North Corona                                                               
141,On Point Financial,Financial Planning,140 Riverside Drive,New York,NY,10024,(917) 231-1813,Service,http://www.onpointfinancialgroup.com,MANHATTAN,40.790374,-73.979596,7,6,175,1033933,1012480001,Upper West Side                                                            
142,The Vitamin Peddler,"""Vitamin and health care goods shop""",364 Amsterdam Avenue,New York,NY,10024,(212) 877-7701,Retail,,MANHATTAN,40.782071,-73.979125,7,6,163,1030887,1011690029,Upper West Side                                                            
143,Hole in the Wall,"""Australian-theme coffee shop with great food""",15 Cliff Street,New York,NY,10038,,Food and Beverage,https://www.holeinthewallnyc.com,MANHATTAN,40.708143,-74.00545,1,1,1502,1085931,1000767501,Battery Park City-Lower Manhattan                                          
144,Sunrise Cleaners,Dry Cleaners,59 Nassau Street,New York,NY,10038,(212) 227-5002,Service,http://www.downtownny.com/sunrise-cleaners-1,MANHATTAN,40.70918,-74.008776,1,1,1502,1001095,1000650004,Battery Park City-Lower Manhattan                                          
145,Founders Workspace,Co-working space,553 Prospect Avenue,Brooklyn,NY,11215,,Service,http://foundersworkspace.com/,BROOKLYN ,40.657223,-73.979074,7,39,171,3027396,3011160001,Windsor Terrace                                                            
146,Cafe Zona Sur,Restaurant,4314 4th Avenue,Brooklyn,NY,11220,(718) 788-1606,Food and Beverage,https://www.cafezonasur.com/,BROOKLYN ,40.650256,-74.008653,7,38,82,3010927,3007280041,Sunset Park West                                                           
147,Barbes,Bar/music venue,376 9th Street,Brooklyn,NY,11215,(347) 422-0248,Food and Beverage,http://www.barbesbrooklyn.com,BROOKLYN ,40.667829,-73.983548,6,39,151,3022340,3010120007,Park Slope-Gowanus                                                         
148,Lacey's Bridge Tavern,"""Great family style restaurant generous portions, great happy hour""",75 Innis Street,Staten Island,NY,10310,(718) 273-7514,Food and Beverage,http://Laceysbridgetavern. Com,STATEN IS,40.633896,-74.143182,1,49,213,5026078,5011210023,Port Richmond                                                              
149,Joya Studio,Fragrance Design Studio + Retail Shop,19 Vanderbilt Avenue,Brooklyn,NY,11205,(718) 852-6979,Retail,http://www.joyastudio.com,BROOKLYN ,40.697196,-73.970634,2,35,211,3054110,3018720015,Fort Greene                                                                
150,City Acupuncture | Bed Stuy,"Acupuncture, Massage, Reiki",1069 Bedford Avenue,Brooklyn,NY,11216,(862) 252-1230,Service,http://www.cityacu.net/bed-stuy-nyc,BROOKLYN ,40.687356,-73.954694,3,36,243,3322164,3017970001,Bedford                                                                    
151,Libreria Barco de Papel,Bookstore,4003 80th Street,Elmhurst,NY,11373,,Retail,http://libreriabarcodepapelny.com,QUEENS   ,40.747339,-73.88576,4,25,26901,4036838,4014910001,Elmhurst                                                                   
152,Della Restaurant,Restaurant,1238 Prospect Avenue,Brooklyn,NY,11218,(718) 633-0249,Food and Beverage,http://www.dellarestaurant.com,BROOKLYN ,40.653017,-73.976146,7,39,50202,3122464,3052740021,Windsor Terrace                                                            
153,Unique Variety Store INC,Variety Store,458 Cary Avenue,Staten Island,NY,10310,(718) 420-1773,Retail,https://www.facebook.com/Unique-Variety-Store-Inc-1561565704121046/,STATEN IS,40.632596,-74.117423,1,49,125,5005790,5002160040,West New Brighton-New Brighton-St. George                                  
154,Kimchee Market,Korean Market with takeout/delivery,191 Greenpoint Avenue,Brooklyn,NY,11222,,Food and Beverage,http://www.kimcheemarket.com/,BROOKLYN ,40.730429,-73.95189,1,33,575,3337043,3025590038,Greenpoint                                                                 
155,Fashion Style Essentials,Women's Accessories Boutique,275A Malcolm X Blvd,Brooklyn,NY,11223,(347) 733-2928,Retail,http://Fashion Style Essentials,BROOKLYN ,40.682963,-73.92905,3,36,383,3046887,3016720003,Stuyvesant Heights                                                         
156,Family Group Daycare,"""Dedicated to help improve the life, care and nourishment of local kids""",1749 Grand Concourse,Bronx,NY,10453,(347) 322-6326,Service,,BRONX    ,40.84593,-73.910096,5,14,22701,2007857,2028220019,Mount Hope                                                                 
157,Brooklyn Herborium,Apothecary and home goods,1301 Prospect Avenue,Brooklyn,NY,11218,(917) 909-0569,Retail,https://brooklynherborium.com/,BROOKLYN ,40.651266,-73.975754,7,39,504,3122840,3052850024,Windsor Terrace                                                            
158,Body & Pole,Aerial dance studio,115 West 27th Street,New York,NY,10001,(212) 334-6900,Service,http://www.bodyandpole.com,MANHATTAN,40.745782,-73.991801,5,3,95,1015068,1008030026,Midtown-Midtown South                                                      
159,Cornelia St Cafe,"Music & arts venue, restaurant",29 Cornelia Street,New York,NY,10014,,Food and Beverage,http://corneliastreetcafe.com,MANHATTAN,40.731358,-74.002353,2,3,67,1010151,1005900045,West Village                                                               
160,Made by Pauline,Macaron bar,151 West 34th Street,New York,NY,10001,(212) 494-1003,Food and Beverage,http://www.Madebypauline.nyc,MANHATTAN,40.750516,-73.989479,5,3,109,1015219,1008100001,Midtown-Midtown South                                                      
161,Smith & Vine,Wine Shop,317 Smithe Street,Brooklyn,NY,11231,,Retail,http://www.smithandvine.com,,,,,,,,,
162,PPI Recording,"""Recording Studio doing music and voice over recording and editing""",19 Mercer Street,New York,NY,10013,(646) 591-0065,Service,http://ppirecording.com/,MANHATTAN,40.720736,-74.001898,2,1,47,1003000,1002300037,SoHo-TriBeCa-Civic Center-Little Italy                                     
163,The Kinsman Barber Shop,Barber Shop,103 West 10th Street,New York,NY,10011,,Service,https://www.yelp.com/biz/the-kinsman-barber-shop-new-york,MANHATTAN,40.734833,-73.998986,2,3,71,1010554,1006060074,West Village                                                               
